type[com/res/mix],borough,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,# of bus_stop,# of subway_station,# of FELONY,# of VIOLATION,# of MISDEMEANOR,total # of poi,poi type 1,poi type 2,poi type 3,poi type 4,poi type 5,poi type 6,poi type 7,poi type 8,poi type 9,poi type 10,poi type 11,poi type 12,poi type 13,# of roads,total width of raods
1,2,1718,2232,1901,205000,21,0,2039,1065,4384,102,25,24,19,15,2,2,5,1,2,3,3,1,0,243,8479
2,2,17162,28956,1970,2000000,13,0,2379,1200,5384,125,34,30,32,6,1,1,8,0,4,3,5,1,0,248,8673
2,2,50000,214370,1972,17500000,13,0,2379,1200,5384,125,34,30,32,6,1,1,8,0,4,3,5,1,0,248,8673
1,2,1650,1424,1899,155000,15,1,2714,1223,6245,109,36,23,27,6,1,3,5,0,1,2,4,1,0,249,8749
1,2,1650,1382,1899,459000,15,1,2714,1223,6245,109,36,23,27,6,1,3,5,0,1,2,4,1,0,249,8749
1,2,1650,1466,1899,310000,15,1,2714,1223,6245,109,36,23,27,6,1,3,5,0,1,2,4,1,0,249,8749
1,2,1650,1424,1899,460000,15,1,2714,1223,6245,109,36,23,27,6,1,3,5,0,1,2,4,1,0,249,8749
1,2,2500,1608,1899,380000,8,1,1337,660,2994,69,12,12,11,19,3,2,5,1,2,0,1,1,0,218,7613
1,2,1500,1048,1899,339000,8,2,1571,602,3775,67,13,7,13,8,5,6,7,1,3,0,2,2,0,251,8681
0,2,3900,6196,1925,950000,8,2,1407,562,3454,68,13,7,14,9,5,6,7,1,3,0,1,2,0,249,8621
1,2,2075,2100,1930,535000,0,1,0,8,0,1197,648,2953,85,14,14,13,25,2,2,3,0,11,0,231,7973
1,2,2185,1995,1910,250000,0,1,0,8,0,1197,648,2953,85,14,14,13,25,2,2,3,0,11,0,231,7973
1,2,2575,1820,1901,310000,0,1,0,5,0,1206,584,2846,70,12,12,10,25,3,2,4,0,1,0,230,7994
1,2,1765,2299,1901,450000,9,0,1043,423,2280,71,16,7,20,7,3,4,4,3,3,0,1,2,1,254,8852
0,2,4475,4350,1972,216666,7,2,1175,591,2863,87,19,15,14,13,3,6,4,3,3,1,1,4,1,222,7637
1,2,1500,960,1920,300000,7,2,1102,592,2728,58,13,12,6,8,2,2,5,3,1,1,0,4,1,224,7706
2,2,4000,1760,1920,500000,7,2,1102,592,2728,58,13,12,6,8,2,2,5,3,1,1,0,4,1,224,7706
1,2,1810,1104,1999,355000,14,2,1524,754,3941,84,25,14,16,11,2,1,4,2,1,1,0,4,3,233,7958
1,2,1600,1472,1910,255000,9,3,1107,526,2689,63,19,10,11,7,1,1,3,2,1,1,0,5,2,211,7233
2,2,7300,3246,1931,728000,14,3,1122,484,2571,47,13,5,15,3,0,0,3,1,1,0,0,2,4,205,6934
1,2,2226,3408,1931,725000,16,3,1447,663,3577,66,19,11,11,8,2,1,5,2,1,0,0,3,3,226,7687
0,2,21800,84650,1912,14050000,6,1,429,246,1083,37,9,6,5,8,0,1,1,2,1,1,0,3,0,170,5963
2,2,39100,235000,1916,38875000,1,0,0,3,2,527,239,1240,30,8,1,12,2,0,0,2,1,1,2,169,5711
2,2,280000,67000,1993,24000000,1,0,0,0,0,99,21,112,7,2,0,2,1,0,1,0,0,0,1,010,3760
1,2,2070,1577,1901,525000,18,2,2629,1038,6055,103,30,15,20,14,3,0,5,1,3,3,5,2,2,281,9575
1,2,3067,1152,1992,260000,18,2,2629,1038,6055,103,30,15,20,14,3,0,5,1,3,3,5,2,2,281,9575
1,2,2694,1152,1992,348000,13,2,1799,974,4154,107,34,7,26,13,3,2,4,0,8,1,9,0,0,246,8232
1,2,1753,1152,1992,350000,13,2,1799,974,4154,107,34,7,26,13,3,2,4,0,8,1,9,0,0,246,8232
1,2,1575,1296,1992,330000,14,2,1957,1042,4786,118,36,11,26,15,3,3,6,0,7,1,9,1,0,261,8761
1,2,990,1068,1920,225000,9,0,1719,1031,4275,111,28,20,27,5,0,1,11,0,6,1,10,1,1,215,7494
1,2,1150,2416,2003,350000,10,3,1606,806,3774,71,23,9,21,5,0,0,5,1,2,1,1,2,1,232,7908
1,2,1983,1686,1920,430000,13,2,2085,1215,4685,111,35,15,25,5,2,3,6,0,7,2,10,1,0,250,8542
1,2,2361,1320,1987,345000,7,1,1797,1044,4314,108,26,18,34,5,0,1,7,0,5,1,9,1,1,220,7607
1,2,1712,1459,1987,257000,7,1,1797,1044,4314,108,26,18,34,5,0,1,7,0,5,1,9,1,1,220,7607
2,2,5592,30840,1907,5700000,11,3,2121,1234,4861,98,29,12,27,5,0,4,4,0,4,1,11,1,0,250,8659
2,2,2500,2500,1910,600000,18,4,2395,1261,5245,94,25,11,31,4,0,4,4,0,5,1,8,1,0,269,9290
0,2,3335,3300,1920,365000,7,3,2205,1175,4526,82,21,11,31,6,0,2,7,0,1,1,1,1,0,260,9121
1,2,4275,1980,1987,380000,18,5,2532,1270,5366,73,12,7,33,5,1,3,5,0,4,2,1,0,0,249,8434
1,2,2409,1386,1982,288400,19,4,2592,1288,5487,80,15,9,32,9,1,3,5,0,3,2,1,0,0,278,9451
2,2,5500,4000,1910,495000,13,3,1641,763,3430,49,13,7,13,3,1,2,3,0,2,1,3,0,1,236,8073
2,2,3250,1875,1930,420000,18,3,2240,1179,4750,64,8,7,29,8,1,3,3,0,2,2,1,0,0,263,8985
1,2,3500,2178,1992,250000,15,5,2360,1215,4713,77,15,10,33,8,0,2,5,0,1,1,1,1,0,279,9701
2,2,2500,1675,1920,780000,17,3,2107,1086,4607,55,8,6,27,6,1,2,1,0,2,1,1,0,0,257,8750
2,2,10000,20000,1920,3259250,17,3,2218,1150,4751,63,8,7,29,9,1,3,2,0,1,2,1,0,0,262,8902
2,2,13101,12345,1920,2350000,1,0,0,2,1,927,454,1815,40,4,6,21,4,1,0,1,0,1,1,204,6828
2,2,25255,17673,1950,3000000,1,0,0,2,1,927,454,1815,40,4,6,21,4,1,0,1,0,1,1,204,6828
2,2,3090,2794,1905,583000,1,0,0,16,2,1688,772,3426,47,6,5,28,5,1,1,0,0,0,0,244,8271
2,2,12636,12636,1930,2825000,1,0,0,10,4,1765,800,3445,55,10,2,34,5,0,1,2,0,0,0,260,8762
2,2,2500,2205,1931,425000,15,2,1683,751,3531,42,4,1,27,8,1,1,0,0,0,0,0,0,0,236,7859
2,2,10861,12354,1925,2100000,14,1,1200,532,2576,37,1,2,28,5,0,1,0,0,0,0,0,0,0,225,7478
2,2,2500,1438,1925,345112,0,1,0,6,1,818,361,1566,20,2,2,13,2,0,0,0,0,0,0,204,6891
2,2,7500,980,1925,975000,1,0,0,6,1,818,361,1566,20,2,2,13,2,0,0,0,0,0,0,204,6891
0,2,10000,13000,1963,1700000,3,0,532,199,945,20,1,1,16,2,0,0,0,0,0,0,0,0,0,229,7884
2,2,9045,2175,1967,500000,1,0,0,4,0,430,167,716,21,1,2,16,1,0,0,0,0,0,0,231,7932
2,2,26400,32650,1931,7000000,1,0,0,0,0,288,92,395,7,1,1,4,1,0,0,0,0,0,0,091,6779
2,2,5000,1750,1961,381843,1,0,317,110,520,17,0,1,12,3,1,0,0,0,0,0,0,0,0,219,7602
1,2,1813,1904,1901,390000,10,2,1936,841,4266,68,18,14,8,8,2,4,5,2,0,3,0,4,0,254,8523
1,2,1951,2150,1901,205000,13,3,2348,1082,5087,73,14,17,17,7,2,4,5,2,1,1,0,3,0,291,9809
2,2,2586,7680,1920,665000,14,3,2414,1125,5299,71,15,16,16,7,1,3,6,2,1,1,0,3,0,275,9351
1,2,2202,3198,1910,425000,19,3,2553,1343,5827,69,9,12,25,7,1,4,5,0,1,1,3,1,0,243,8307
1,2,3632,2346,1920,1000000,16,3,2479,1239,5456,77,10,14,25,8,2,3,7,1,1,1,3,2,0,260,8877
1,2,5000,3582,1930,1215000,16,3,2479,1239,5456,77,10,14,25,8,2,3,7,1,1,1,3,2,0,260,8877
2,2,7474,2445,1920,4900000,16,3,2479,1239,5456,77,10,14,25,8,2,3,7,1,1,1,3,2,0,260,8877
2,2,5852,5852,1925,550000,18,4,2401,1222,5310,72,8,14,22,11,0,3,5,1,1,1,5,1,0,244,8106
2,2,7585,7154,1924,399000,11,2,1618,657,3315,48,4,2,13,3,3,4,5,1,3,4,4,2,0,264,8939
1,2,3904,1385,1920,379000,12,1,1295,758,2777,68,19,9,17,3,0,1,7,1,2,1,8,0,0,212,6993
2,2,2963,4187,1920,380000,12,1,1295,758,2777,68,19,9,17,3,0,1,7,1,2,1,8,0,0,212,6993
2,2,19700,3970,1989,3800000,15,1,2357,1165,5525,138,43,26,30,8,2,2,6,0,4,6,7,3,1,213,7422
0,2,12487,11750,1989,1900000,7,1,1603,667,3626,68,16,15,6,6,2,5,5,1,1,4,1,6,0,253,8539
2,2,2500,7000,1931,400000,11,0,1491,800,3791,129,35,23,30,10,1,3,8,0,4,5,7,2,1,203,6843
1,2,4169,2478,1910,419500,9,0,1694,994,4344,117,33,21,22,8,1,3,11,0,5,3,7,2,1,216,7578
1,2,1748,1152,1989,235000,11,1,1140,619,2654,70,18,11,16,5,1,4,8,0,4,0,3,0,0,205,7118
1,2,3990,1152,1989,158500,11,1,1140,619,2654,70,18,11,16,5,1,4,8,0,4,0,3,0,0,205,7118
1,2,9490,2500,1988,456324,9,1,1105,579,2528,65,13,13,23,2,0,3,5,0,3,1,0,2,0,232,7899
1,2,9490,2500,1988,216000,9,1,1105,579,2528,65,13,13,23,2,0,3,5,0,3,1,0,2,0,232,7899
1,2,1140,1412,1910,714757,7,2,1597,681,3528,67,8,5,44,2,1,2,2,0,3,0,0,0,0,249,8431
1,2,1500,1260,1901,399000,10,0,1623,1003,4098,109,25,21,29,6,1,2,10,0,2,1,8,3,1,218,7613
1,2,3133,1645,1901,549000,9,1,1374,749,3007,79,15,16,25,6,1,2,8,0,4,0,2,0,0,221,7754
1,2,1980,1728,1989,335000,11,2,1383,754,2974,79,12,13,34,6,0,2,8,0,2,0,0,2,0,244,8565
1,2,1890,1728,1989,330000,11,2,1383,754,2974,79,12,13,34,6,0,2,8,0,2,0,0,2,0,244,8565
1,2,3299,1800,1901,390000,9,1,1703,977,3873,104,26,14,32,4,1,2,9,0,5,1,8,1,1,227,8041
1,2,3402,1188,1991,335000,6,2,2020,1040,3987,83,20,11,33,4,0,2,8,0,2,1,1,1,0,264,9154
0,2,5257,3500,1925,285000,6,3,1669,837,3183,73,15,7,35,3,0,1,6,0,3,0,1,2,0,271,9250
0,2,7500,10800,1931,1600000,6,2,1423,730,2814,73,16,7,36,2,0,1,6,0,2,0,1,2,0,274,9451
0,2,5000,8600,1931,2237000,6,2,1423,730,2814,73,16,7,36,2,0,1,6,0,2,0,1,2,0,274,9451
0,2,10000,10000,1931,1154183,6,3,1289,631,2787,49,4,5,32,1,1,1,1,0,2,0,0,2,0,247,8357
0,2,2500,2500,1924,385000,6,2,1084,590,2525,53,5,3,35,1,1,2,1,0,3,0,0,2,0,251,8445
2,2,19000,16000,1931,6070362,13,2,1444,657,3366,69,9,1,50,2,0,1,2,0,2,0,0,2,0,249,8472
2,2,1578,3077,1997,375000,14,2,2200,1147,4988,71,6,15,23,7,1,3,4,0,2,2,3,5,0,244,8319
1,2,2356,2047,1901,220000,7,0,1738,747,3950,70,8,13,23,2,2,4,3,1,3,2,1,8,0,244,8389
1,2,2329,1431,1901,273796,10,0,1991,933,4374,68,6,14,26,2,2,3,3,1,2,2,1,6,0,234,8151
1,2,2329,1431,1901,231244,10,0,1991,933,4374,68,6,14,26,2,2,3,3,1,2,2,1,6,0,234,8151
1,2,1209,1048,1901,290000,0,1,0,10,1,2073,983,4410,59,5,11,29,4,1,1,2,1,2,2,235,8188
2,2,15638,15615,1928,3155000,17,0,2330,887,4736,82,14,11,37,8,1,2,3,2,1,1,0,2,0,232,8198
2,2,8450,100,1931,990000,18,0,1736,633,3502,83,14,6,48,6,1,1,3,2,0,1,0,1,0,226,8010
1,2,1762,1156,1901,229000,5,0,1920,831,4046,70,6,14,29,3,3,2,4,1,2,1,0,5,0,223,7702
1,2,1867,1352,1901,330000,7,0,2037,855,4264,67,6,12,30,3,2,2,4,1,2,1,0,4,0,218,7476
1,2,2976,1364,1985,750000,7,0,2037,855,4264,67,6,12,30,3,2,2,4,1,2,1,0,4,0,218,7476
1,2,1583,1200,1901,475000,8,0,2095,872,4419,63,4,10,30,3,2,2,3,1,3,1,0,4,0,218,7528
1,2,3000,1320,1985,358000,0,1,0,11,0,1921,811,4212,85,5,5,57,2,2,3,5,1,3,1,215,7453
1,2,3005,1320,1985,222500,10,0,1772,762,3853,90,11,4,58,3,2,2,4,1,2,1,0,2,0,210,7270
1,2,3106,1364,1985,330000,10,0,1772,762,3853,90,11,4,58,3,2,2,4,1,2,1,0,2,0,210,7270
1,2,1800,1320,1985,282000,10,0,1772,762,3853,90,11,4,58,3,2,2,4,1,2,1,0,2,0,210,7270
1,2,3905,621,1899,371124,0,1,0,8,0,1458,629,3203,92,17,4,54,2,4,2,4,0,3,1,203,7047
1,2,3551,1582,1925,305000,0,1,0,9,1,1438,570,3083,66,12,1,43,2,2,1,4,0,0,0,216,7414
2,2,8057,8050,1927,1350000,18,2,3005,1382,6233,64,8,13,32,5,1,0,0,2,1,0,1,1,0,246,8636
2,2,2903,4224,1910,230000,14,3,2415,1318,5543,67,7,14,25,6,1,3,1,0,2,2,4,2,0,239,8255
1,2,1949,1464,1901,410000,14,3,2415,1318,5543,67,7,14,25,6,1,3,1,0,2,2,4,2,0,239,8255
1,2,1062,2040,1907,200000,17,3,2751,1500,6185,66,7,13,30,6,1,1,1,0,1,1,4,1,0,243,8503
1,2,1229,1384,1901,150000,17,3,2751,1500,6185,66,7,13,30,6,1,1,1,0,1,1,4,1,0,243,8503
1,2,1187,1384,1901,110000,17,3,2751,1500,6185,66,7,13,30,6,1,1,1,0,1,1,4,1,0,243,8503
1,2,1667,1947,1901,399000,19,3,2433,1213,5402,66,6,14,24,8,1,3,3,0,1,1,3,2,0,247,8419
1,2,2969,1536,1901,600000,19,3,2433,1213,5402,66,6,14,24,8,1,3,3,0,1,1,3,2,0,247,8419
1,2,2425,1991,1901,750000,24,5,3341,1527,7128,67,9,13,26,5,1,1,1,0,2,2,6,1,0,230,7798
1,2,1748,1920,1901,390000,0,1,0,24,4,3279,982,6187,60,15,11,19,4,1,2,3,2,2,0,238,7982
1,2,1408,1528,1901,400000,21,4,3378,1352,6718,61,12,14,15,4,0,3,3,0,2,2,3,3,0,240,8235
1,2,1353,1710,1901,350000,20,4,3006,1300,6226,57,10,13,14,5,0,2,3,0,3,2,3,2,0,235,8043
1,2,5000,2640,1901,545000,24,3,2961,983,5425,59,13,14,12,3,1,2,3,0,2,2,4,3,0,238,8031
1,2,5300,2965,1901,592500,25,2,2163,673,4012,63,18,16,12,2,1,3,3,0,1,2,2,3,0,238,7998
1,2,2500,1503,1920,242000,17,2,1803,832,4208,76,20,11,14,4,0,3,5,1,3,3,10,2,0,227,7769
0,2,51460,235297,1975,110000000,24,3,2130,629,3873,54,15,12,12,2,1,1,2,0,2,2,3,2,0,235,7878
1,2,2233,2288,1910,325000,9,1,1058,524,2119,82,25,12,21,2,0,1,7,1,4,1,7,1,0,201,6624
1,2,2288,1530,1901,390000,12,1,845,309,1787,53,17,7,8,2,0,2,3,0,4,4,5,1,0,191,6499
1,2,4132,3510,1901,250000,11,0,1028,391,2859,44,8,9,12,1,2,1,2,0,3,4,1,1,0,204,6846
1,2,2500,2109,1901,599000,13,1,1022,480,2811,50,17,8,11,1,2,1,2,0,2,4,2,0,0,205,6841
1,2,2500,2613,1901,404714,13,1,1022,480,2811,50,17,8,11,1,2,1,2,0,2,4,2,0,0,205,6841
1,2,3034,1252,1901,540000,12,1,1115,486,2932,44,15,7,10,0,2,1,1,0,2,4,1,1,0,207,6927
1,2,4505,2670,1910,385000,0,1,0,14,2,1800,628,3313,62,23,16,10,3,1,1,4,2,1,0,231,7673
2,2,21100,87600,1975,12371666,14,2,1226,573,3186,61,24,12,13,1,1,2,1,0,1,3,3,0,0,220,7349
2,2,1849,2053,1925,400000,0,1,0,11,1,716,334,1640,39,10,8,8,5,0,2,4,0,0,1,193,6816
2,2,1260,2050,1960,475000,0,1,0,11,1,716,334,1640,39,10,8,8,5,0,2,4,0,0,1,193,6816
1,2,297,948,1901,315000,0,1,0,12,2,692,320,1579,30,4,6,9,4,1,1,2,2,0,0,241,8524
2,2,1400,1125,1920,565000,12,2,692,320,1579,30,4,6,9,4,1,1,2,0,1,0,2,0,0,241,8524
1,2,2662,1426,1899,330000,15,2,1164,569,3152,53,18,8,11,3,0,3,3,0,1,4,2,0,0,218,7419
1,2,2155,1276,1910,137000,15,2,1164,569,3152,53,18,8,11,3,0,3,3,0,1,4,2,0,0,218,7419
2,2,1904,1904,1920,630000,11,2,650,268,1431,32,8,7,7,4,1,1,1,0,1,0,2,0,0,249,8782
1,2,2415,2310,1930,485000,0,1,0,11,1,389,168,845,35,8,8,10,4,1,1,1,0,1,0,245,8372
1,2,2906,1995,1920,577223,0,1,0,11,1,389,168,845,35,8,8,10,4,1,1,1,0,1,0,245,8372
1,2,2673,2292,1920,600000,14,2,1176,614,3307,50,17,9,12,3,0,2,2,0,0,3,2,0,0,237,8118
1,2,3137,1920,1940,675000,9,2,461,192,1002,46,11,9,15,3,1,0,2,0,1,1,2,1,0,234,8114
2,2,8440,17136,1953,5250000,19,3,2972,968,5701,81,18,9,38,7,0,2,4,1,0,1,0,1,0,221,7601
2,2,1981,1668,1920,255000,0,1,0,19,1,2213,728,4487,73,12,4,40,8,0,2,5,0,1,0,207,7191
1,2,6000,2357,1901,475000,10,1,1036,399,2182,38,6,0,24,5,0,1,2,0,0,0,0,0,0,218,7522
2,2,2156,1622,1930,420000,0,1,0,9,1,1727,607,3858,53,7,0,34,7,0,0,4,0,0,0,222,7744
2,2,2156,1622,1930,240000,0,1,0,9,1,1727,607,3858,53,7,0,34,7,0,0,4,0,0,0,222,7744
2,2,1944,1598,1930,165000,0,1,0,9,1,1727,607,3858,53,7,0,34,7,0,0,4,0,0,0,222,7744
2,2,2056,1551,1910,210000,0,1,0,14,1,1971,633,3976,57,8,0,33,7,0,2,5,0,1,0,223,7720
1,2,1650,1040,1901,470000,12,3,1849,613,3432,45,10,3,26,4,0,0,2,0,0,0,0,0,0,213,7305
1,2,3064,932,1910,410000,20,4,1480,571,2797,35,9,2,22,0,0,0,0,0,0,2,0,0,0,218,7341
2,2,2375,1320,1910,344500,0,1,0,11,4,1819,602,3091,54,20,10,15,2,0,1,5,0,0,0,195,6608
2,2,29275,79275,1929,7375000,1,0,0,5,1,545,242,1048,16,3,1,10,0,0,1,0,0,0,0,91,3154
2,2,3383,2299,1920,242000,0,1,0,14,2,1475,623,2731,35,7,3,22,0,0,0,2,0,0,0,203,6794
2,2,2250,1740,1920,415000,0,1,0,9,1,1240,495,2270,29,5,2,18,1,0,0,2,0,0,1,099,6510
2,2,15000,30000,1927,4300000,1,0,0,9,1,1003,454,1957,27,5,2,17,1,0,0,0,0,1,1,081,6080
2,2,2500,1397,1935,455000,0,1,0,2,0,92,33,207,10,4,1,5,0,0,0,0,0,0,0,008,3904
2,2,2500,2766,1925,500000,0,1,0,4,0,136,51,240,15,5,1,5,0,0,0,3,0,0,0,112,3872
2,2,2500,1964,1925,440000,0,1,0,4,0,138,51,244,15,5,1,5,0,0,0,3,0,0,0,121,4169
2,2,2500,1800,1940,510000,0,1,0,4,0,189,61,327,14,5,1,6,0,0,0,1,0,0,0,130,4561
2,2,2500,1786,1940,540000,0,1,0,4,0,189,61,327,14,5,1,6,0,0,0,1,0,0,0,130,4561
2,2,4860,1254,1920,427000,0,1,0,4,0,189,61,327,14,5,1,6,0,0,0,1,0,0,0,130,4561
2,2,2500,1336,1901,215000,0,1,0,5,0,209,74,389,17,5,1,7,0,0,0,3,0,0,0,145,4990
2,2,2500,2126,1920,395000,0,1,0,5,0,209,74,389,17,5,1,7,0,0,0,3,0,0,0,145,4990
2,2,4000,1364,1925,340000,0,1,0,6,0,209,76,378,14,5,1,4,0,0,0,3,0,0,0,150,5158
2,2,3200,2344,1925,480000,0,1,0,5,0,185,63,320,15,5,1,5,0,0,0,3,0,0,0,133,4540
2,2,2000,2417,1920,525000,0,1,0,5,0,185,63,320,15,5,1,5,0,0,0,3,0,0,0,133,4540
2,2,4000,2127,1910,380000,0,1,0,5,0,185,63,320,15,5,1,5,0,0,0,3,0,0,0,133,4540
2,2,4689,1036,1910,415000,0,1,0,6,1,386,154,652,14,5,0,4,0,0,0,3,0,1,0,171,5840
2,2,3581,1286,1910,455000,0,1,0,6,1,386,154,652,14,5,0,4,0,0,0,3,0,1,0,171,5840
2,2,2992,2154,1920,598137,0,1,0,4,0,209,75,382,14,5,1,4,0,0,0,3,0,0,0,143,4942
2,2,2450,1512,1901,250000,0,1,0,4,0,182,61,319,14,5,1,4,0,0,0,3,0,0,0,139,4828
2,2,3000,1890,1920,430000,0,1,0,4,0,162,60,294,14,5,1,4,0,0,0,3,0,0,0,125,4347
2,2,3000,1800,1920,160000,0,1,0,2,0,134,50,241,13,4,1,4,0,0,0,3,0,0,0,107,3796
2,2,2500,2060,1920,624000,0,1,0,5,0,300,119,525,13,4,0,4,0,0,0,3,0,1,0,160,5496
2,2,2620,780,1920,255000,0,1,0,0,0,115,76,240,7,4,0,1,0,0,1,0,0,0,0,119,4022
2,2,2352,1040,1939,275000,0,1,0,0,0,115,76,240,7,4,0,1,0,0,1,0,0,0,0,119,4022
2,2,2176,756,1925,514000,0,1,0,0,0,136,97,273,7,3,0,2,0,0,1,0,0,0,0,125,4246
2,2,2322,970,1910,265000,0,1,0,1,0,164,123,346,11,7,0,1,0,0,1,0,0,1,0,152,5180
2,2,2898,1300,1945,135000,0,1,0,1,0,164,123,346,11,7,0,1,0,0,1,0,0,1,0,152,5180
2,2,5500,1160,1910,540000,0,1,0,1,0,135,90,310,18,11,1,2,1,0,1,0,0,1,0,132,4514
2,2,2917,1600,1945,260000,0,1,0,1,0,215,172,492,11,5,0,2,1,0,1,0,0,0,1,159,5406
2,2,2500,798,1925,330000,0,1,0,1,0,256,188,564,10,6,0,2,0,0,1,0,0,0,0,162,5489
2,2,2500,1000,1920,160000,0,1,0,1,0,277,189,576,11,8,0,1,0,0,1,0,0,0,0,176,6036
2,2,2600,1025,1925,329000,0,1,0,4,0,393,259,888,18,7,2,3,1,0,1,1,0,1,1,161,5416
2,2,2500,1220,1920,260000,0,1,0,2,0,316,231,734,11,5,0,2,0,0,1,1,0,0,1,165,5634
2,2,1950,900,1925,250000,0,1,0,2,0,319,227,703,9,5,0,2,0,0,1,0,0,0,0,163,5578
2,2,2500,1500,1920,390000,0,1,0,2,0,319,227,703,9,5,0,2,0,0,1,0,0,0,0,163,5578
2,2,2785,1400,1920,455000,0,1,0,1,0,334,227,730,19,10,1,3,0,0,1,1,0,1,1,163,5726
2,2,2785,1400,1920,273780,0,1,0,1,0,334,227,730,19,10,1,3,0,0,1,1,0,1,1,163,5726
2,2,2785,1400,1920,412000,0,1,0,1,0,334,227,730,19,10,1,3,0,0,1,1,0,1,1,163,5726
1,2,2500,1500,1940,371500,0,1,0,6,0,533,374,1240,38,12,5,5,1,0,1,6,2,2,3,176,5981
2,2,2500,1335,1920,201000,0,1,0,7,0,495,317,1091,25,8,4,4,2,0,2,3,0,1,0,190,6461
2,2,3750,1525,1925,222000,0,1,0,7,0,438,284,959,19,7,3,2,1,0,2,2,0,1,0,185,6350
2,2,2500,1340,1920,380000,0,1,0,6,0,419,262,889,14,5,2,2,0,0,2,1,0,1,0,182,6292
2,2,1980,1594,1965,373000,0,1,0,8,0,574,337,1275,36,16,4,6,3,0,0,1,0,5,1,069,5877
2,2,1943,1594,1965,327500,0,1,0,8,0,574,337,1275,36,16,4,6,3,0,0,1,0,5,1,069,5877
2,2,1903,1594,1960,375000,0,1,0,7,0,583,337,1287,40,17,6,7,3,0,0,1,0,5,1,072,6085
2,2,1949,1594,1965,283000,0,1,0,6,0,538,299,1175,38,16,5,6,3,0,0,2,0,5,1,055,5460
2,2,3564,945,1958,375000,0,1,0,6,0,538,299,1175,38,16,5,6,3,0,0,2,0,5,1,055,5460
2,2,3358,1980,1965,466233,0,1,0,5,0,418,215,927,36,17,4,3,3,0,1,2,0,5,1,031,4550
2,2,1949,1594,1960,419000,0,1,0,4,0,391,211,882,37,17,4,4,3,0,1,2,0,5,1,011,3892
2,2,1949,1594,1960,240000,0,1,0,4,0,391,211,882,37,17,4,4,3,0,1,2,0,5,1,011,3892
2,2,2706,576,1930,114000,0,1,0,5,0,459,251,1008,40,17,5,6,3,0,1,2,0,5,1,038,4816
2,2,2758,1538,1960,355000,0,1,0,5,0,459,251,1008,40,17,5,6,3,0,1,2,0,5,1,038,4816
2,2,2700,1154,1933,173102,1,0,0,5,0,459,251,1008,40,17,5,6,3,0,1,2,0,5,1,038,4816
1,2,3000,1185,1945,420000,7,0,693,443,1605,78,25,10,7,8,4,4,7,2,5,4,0,2,0,194,6415
0,2,985,900,1953,259653,7,0,693,443,1605,78,25,10,7,8,4,4,7,2,5,4,0,2,0,194,6415
1,2,2500,1448,1930,232000,0,1,0,7,0,535,332,1115,24,6,3,4,2,2,0,0,0,5,1,185,6337
1,2,2825,1290,1925,245000,0,1,0,7,0,535,332,1115,24,6,3,4,2,2,0,0,0,5,1,185,6337
2,2,3850,1264,1930,220000,0,1,0,7,0,535,337,1089,22,6,4,3,1,1,0,1,0,5,0,184,6500
1,2,2400,1525,1955,225600,8,0,787,563,1825,86,29,12,11,6,4,5,6,2,5,4,0,2,0,201,6785
1,2,2500,1550,1935,325000,8,0,787,563,1825,86,29,12,11,6,4,5,6,2,5,4,0,2,0,201,6785
1,2,2500,2695,1935,415740,8,0,787,563,1825,86,29,12,11,6,4,5,6,2,5,4,0,2,0,201,6785
2,2,1800,1842,1960,275000,0,1,0,6,0,587,343,1280,39,13,8,6,3,0,2,1,0,4,1,158,5367
1,2,2500,2312,1920,390000,14,0,927,568,2312,103,37,12,13,11,4,7,9,2,2,4,0,2,0,224,7558
1,2,2500,2272,1920,150000,14,0,983,597,2470,106,39,13,13,11,4,7,9,2,2,4,0,2,0,232,7751
1,2,2250,1540,1960,400000,14,0,839,489,1969,44,15,9,5,3,0,1,2,0,6,1,0,1,1,198,6767
1,2,2250,1540,1960,365000,14,0,839,489,1969,44,15,9,5,3,0,1,2,0,6,1,0,1,1,198,6767
2,2,3742,1344,1940,459000,0,1,0,10,0,682,398,1504,39,14,8,6,3,0,1,1,0,4,1,209,7126
2,2,2500,1674,1915,415000,0,1,0,8,0,628,350,1353,38,13,8,5,3,0,2,1,0,4,1,182,6205
1,2,1942,1615,1945,219000,6,0,998,449,1983,23,9,0,9,1,1,1,2,0,0,0,0,0,0,216,7286
2,2,4000,1584,1955,376000,0,1,0,14,0,808,458,1904,39,15,9,4,2,0,2,1,0,4,1,223,7579
2,2,3100,1860,1987,435000,0,1,0,13,0,803,485,1905,42,11,9,4,5,0,2,2,0,7,1,205,6914
2,2,2575,1200,1935,430000,0,1,0,9,0,637,378,1536,34,7,9,7,4,0,1,0,0,4,1,223,7577
2,2,3107,1900,1955,390000,0,1,0,8,0,541,305,1265,28,8,8,5,3,0,1,0,0,2,0,216,7311
2,2,2927,2400,1925,475000,0,1,0,8,0,458,262,1075,26,4,7,7,4,0,1,0,0,2,0,220,7360
2,2,4120,1990,1925,465000,0,1,0,9,0,423,232,884,26,5,6,4,6,0,1,0,0,2,1,221,7353
2,2,5150,1960,1925,400000,0,1,0,9,0,423,232,884,26,5,6,4,6,0,1,0,0,2,1,221,7353
