type[com/res/mix],borough,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,# of bus_stop,# of subway_station,# of FELONY,# of VIOLATION,# of MISDEMEANOR,total # of poi,poi type 1,poi type 2,poi type 3,poi type 4,poi type 5,poi type 6,poi type 7,poi type 8,poi type 9,poi type 10,poi type 11,poi type 12,poi type 13,# of roads,total width of raods
1,5,2500,2388,1997,476000,3,0,145,93,298,6,0,1,1,2,0,0,2,0,0,0,0,0,0,286,9696
1,5,2775,1368,1980,528000,3,0,136,84,273,6,0,1,1,2,0,0,2,0,0,0,0,0,0,288,9819
1,5,2600,1584,1978,425000,3,0,135,85,262,6,0,1,1,2,0,0,2,0,0,0,0,0,0,287,9863
1,5,4400,1008,1950,490000,0,1,0,3,0,129,83,243,13,2,2,3,2,0,0,3,0,0,0,284,9575
1,5,3026,2016,1997,400000,0,1,0,3,0,114,61,207,13,2,2,3,2,0,0,3,0,0,0,287,9688
1,5,6050,2016,1997,490000,0,1,0,3,0,114,61,207,13,2,2,3,2,0,0,3,0,0,0,287,9688
1,5,10500,1368,1960,994000,0,1,0,3,0,107,69,231,15,2,2,7,1,0,0,2,0,0,0,285,9652
1,5,4200,1584,1935,700000,0,1,0,3,0,107,69,231,15,2,2,7,1,0,0,2,0,0,0,285,9652
1,5,4000,1575,1965,655000,5,0,163,158,418,28,5,4,5,3,1,0,6,3,1,0,0,0,0,307,10246
1,5,5943,1350,1965,740000,5,0,163,158,418,28,5,4,5,3,1,0,6,3,1,0,0,0,0,307,10246
1,5,4032,1617,1965,615000,0,1,0,4,0,102,87,247,16,2,3,7,1,0,0,2,0,0,0,292,9763
1,5,5123,1931,1970,445000,0,1,0,4,0,102,87,247,16,2,3,7,1,0,0,2,0,0,0,292,9763
1,5,5000,1792,1950,665000,0,1,0,6,0,144,132,323,25,5,3,7,3,1,0,5,0,0,0,298,9862
1,5,6105,1848,1965,750000,6,0,130,107,315,20,4,3,7,0,0,0,4,0,2,0,0,0,0,298,9921
1,5,7140,2060,1920,560000,0,1,0,2,0,169,123,390,10,0,1,4,1,0,0,3,0,0,0,297,10118
1,5,3825,1812,1920,567200,0,1,0,2,0,169,123,390,10,0,1,4,1,0,0,3,0,0,0,297,10118
1,5,3520,1158,1955,555000,4,0,175,132,408,7,0,0,3,1,0,0,3,0,0,0,0,0,0,294,10054
2,5,5000,768,1950,590000,0,1,0,2,0,44,40,95,21,7,1,4,0,1,3,1,2,1,1,069,6091
1,5,1470,1396,1991,356000,2,0,84,57,192,17,5,2,3,0,1,2,1,1,2,0,0,0,0,278,9738
1,5,2938,1860,2006,620000,2,0,84,57,192,17,5,2,3,0,1,2,1,1,2,0,0,0,0,278,9738
1,5,2470,1840,2006,646600,2,0,84,57,192,17,5,2,3,0,1,2,1,1,2,0,0,0,0,278,9738
1,5,11000,1300,1960,695000,2,0,84,57,192,17,5,2,3,0,1,2,1,1,2,0,0,0,0,278,9738
2,5,1826,1576,1997,480000,0,1,0,1,0,112,69,228,9,3,0,3,1,0,1,0,0,0,0,281,9776
2,5,2000,1576,1997,460000,0,1,0,1,0,112,69,228,9,3,0,3,1,0,1,0,0,0,0,281,9776
2,5,2500,1324,1901,405000,0,1,0,1,0,112,69,228,9,3,0,3,1,0,1,0,0,0,0,281,9776
2,5,1475,1526,1997,458000,0,1,0,1,0,112,69,228,9,3,0,3,1,0,1,0,0,0,0,281,9776
1,5,2500,1266,1901,450000,0,1,111,60,267,13,4,0,4,1,0,2,0,1,1,0,0,0,0,292,10277
1,5,2500,1266,1901,250000,0,1,111,60,267,13,4,0,4,1,0,2,0,1,1,0,0,0,0,292,10277
1,5,3125,1140,1965,550000,0,1,111,60,267,13,4,0,4,1,0,2,0,1,1,0,0,0,0,292,10277
1,5,2500,1374,1945,305000,0,1,94,51,248,14,3,2,2,1,0,2,0,1,3,0,0,0,0,286,10084
1,5,2500,825,1920,410000,0,1,85,43,245,14,3,2,2,1,0,2,0,1,3,0,0,0,0,281,9872
1,5,12000,6112,2000,1400000,0,1,0,2,0,127,73,355,14,3,2,5,1,0,2,0,0,0,0,274,9419
1,5,7325,3832,1999,927500,5,0,149,92,389,14,3,3,5,1,0,0,0,0,2,0,0,0,0,280,9555
1,5,7009,2690,1945,550000,6,0,156,124,419,18,4,4,5,1,0,2,0,0,2,0,0,0,0,282,9729
1,5,6100,2280,1965,755000,6,0,136,115,385,20,4,4,5,1,0,2,0,1,3,0,0,0,0,271,9309
1,5,1024,1764,1997,460000,6,0,136,115,385,20,4,4,5,1,0,2,0,1,3,0,0,0,0,271,9309
1,5,6000,2,2006,385000,0,1,0,6,0,161,141,434,19,4,5,5,1,1,2,0,0,0,0,268,9192
1,5,2500,350,1941,225000,0,1,0,6,0,161,141,434,19,4,5,5,1,1,2,0,0,0,0,268,9192
1,5,3100,2210,2005,645000,0,1,0,6,0,161,141,434,19,4,5,5,1,1,2,0,0,0,0,268,9192
1,5,1827,1106,2010,570000,5,0,142,117,390,16,2,4,3,1,0,2,0,1,3,0,0,0,0,255,8767
1,5,2850,1530,1975,520000,5,0,120,98,345,13,2,2,2,1,0,2,0,1,3,0,0,0,0,263,9205
1,5,5080,1212,1950,459999,2,0,124,105,355,11,2,2,1,1,0,2,0,1,2,0,0,0,0,258,9022
2,5,3400,2900,1945,525000,0,1,0,6,0,191,160,518,19,5,4,6,2,0,1,0,0,0,0,283,9699
2,5,2000,1220,1920,359999,0,1,0,7,0,170,169,466,15,5,4,4,0,0,1,0,0,0,0,264,8936
2,5,2000,1220,1920,250000,0,1,0,7,0,170,169,466,15,5,4,4,0,0,1,0,0,0,0,264,8936
2,5,2333,1796,1999,482000,0,1,0,7,0,170,169,466,15,5,4,4,0,0,1,0,0,0,0,264,8936
2,5,1120,1162,1985,278000,0,1,0,7,0,164,170,448,12,4,2,3,0,2,0,0,0,0,0,256,8594
1,5,2348,1690,2006,254100,0,1,0,6,0,187,162,522,17,4,4,5,1,1,1,0,0,0,0,282,9635
1,5,4125,1480,2007,639999,0,1,0,6,0,184,160,509,17,4,4,5,1,1,1,0,0,0,0,276,9457
2,5,1728,1596,1910,438000,0,1,0,6,0,161,151,478,14,3,5,3,0,1,1,0,0,0,0,255,8691
2,5,5400,2520,1964,573000,0,1,0,2,0,130,117,382,6,0,3,1,0,1,0,0,0,0,0,214,7457
2,5,5400,840,1950,475000,0,1,0,2,0,130,117,382,6,0,3,1,0,1,0,0,0,0,0,214,7457
2,5,2263,1796,2012,635000,0,1,0,2,0,130,117,382,6,0,3,1,0,1,0,0,0,0,0,214,7457
2,5,2160,1880,2012,490000,0,1,0,2,0,130,117,382,6,0,3,1,0,1,0,0,0,0,0,214,7457
2,5,2450,1195,1999,385320,0,1,0,6,0,124,138,349,14,4,3,3,0,2,1,0,0,0,0,215,7078
2,5,2100,1296,1920,345000,0,1,0,6,0,124,138,349,14,4,3,3,0,2,1,0,0,0,0,215,7078
2,5,2325,720,1915,200000,0,1,0,6,0,124,138,349,14,4,3,3,0,2,1,0,0,0,0,215,7078
2,5,2542,560,1920,103000,0,1,0,6,0,124,138,349,14,4,3,3,0,2,1,0,0,0,0,215,7078
2,5,2542,540,1920,260000,0,1,0,6,0,124,138,349,14,4,3,3,0,2,1,0,0,0,0,215,7078
2,5,2542,540,1920,250712,0,1,0,6,0,124,138,349,14,4,3,3,0,2,1,0,0,0,0,215,7078
2,5,2366,416,1920,213983,0,1,0,6,0,124,138,349,14,4,3,3,0,2,1,0,0,0,0,215,7078
2,5,2821,1615,1920,360871,0,1,0,6,0,124,138,349,14,4,3,3,0,2,1,0,0,0,0,215,7078
2,5,2821,920,1920,281120,0,1,0,6,0,124,138,349,14,4,3,3,0,2,1,0,0,0,0,215,7078
2,5,1400,2276,2000,400000,0,1,0,6,0,124,138,349,14,4,3,3,0,2,1,0,0,0,0,215,7078
2,5,1300,1609,2000,469600,0,1,0,6,0,115,130,299,13,5,3,1,0,2,1,0,0,0,0,203,6769
2,5,1300,1609,2000,440000,0,1,0,6,0,115,130,299,13,5,3,1,0,2,1,0,0,0,0,203,6769
2,5,1300,1609,2000,450000,0,1,0,6,0,115,130,299,13,5,3,1,0,2,1,0,0,0,0,203,6769
2,5,2250,1850,2000,473000,0,1,0,6,0,115,130,299,13,5,3,1,0,2,1,0,0,0,0,203,6769
2,5,3775,1990,2000,553000,0,1,0,6,0,115,130,299,13,5,3,1,0,2,1,0,0,0,0,203,6769
2,5,1750,1410,2000,432500,0,1,0,6,0,115,130,299,13,5,3,1,0,2,1,0,0,0,0,203,6769
2,5,4950,2238,2000,460000,0,1,0,6,0,115,130,299,13,5,3,1,0,2,1,0,0,0,0,203,6769
2,5,1960,1990,2004,361000,0,1,0,6,0,137,130,361,14,3,5,3,0,1,1,0,0,0,0,211,7132
2,5,2461,1292,2006,540000,0,1,0,6,0,137,130,361,14,3,5,3,0,1,1,0,0,0,0,211,7132
2,5,2409,760,1940,159000,0,1,0,6,0,137,130,361,14,3,5,3,0,1,1,0,0,0,0,211,7132
2,5,1146,1432,1991,369000,0,1,0,6,0,137,130,361,14,3,5,3,0,1,1,0,0,0,0,211,7132
2,5,2047,1842,1997,495000,0,1,0,5,0,142,103,357,11,1,2,2,2,0,1,0,1,1,0,308,10831
2,5,2047,1842,1997,200000,0,1,0,5,0,142,103,357,11,1,2,2,2,0,1,0,1,1,0,308,10831
2,5,2635,1008,1930,545000,0,1,0,5,0,181,153,482,13,1,2,2,3,0,2,0,1,1,0,306,10738
2,5,3499,1610,1960,460000,0,1,0,4,0,167,145,462,13,1,2,3,2,0,2,0,1,1,0,304,10555
2,5,2605,1312,1960,400000,0,1,0,4,0,173,146,460,10,1,0,3,2,0,1,0,1,1,0,302,10308
2,5,1425,1080,1988,432000,0,1,0,4,0,163,137,422,13,1,0,4,4,0,1,0,1,1,0,300,10401
2,5,1584,1152,1930,321438,0,1,0,2,0,141,105,360,14,1,2,4,0,1,0,4,0,1,0,308,10424
2,5,1440,1520,2004,435000,0,1,0,2,0,132,106,362,17,0,2,5,0,1,1,5,0,2,0,308,10604
2,5,2500,1728,1975,530000,0,1,0,4,0,128,95,347,11,1,0,3,3,0,1,0,1,1,0,292,10073
2,5,1400,1680,1991,375000,0,1,0,4,0,128,95,347,11,1,0,3,3,0,1,0,1,1,0,292,10073
2,5,4000,832,1940,450000,0,1,0,4,0,128,95,347,11,1,0,3,3,0,1,0,1,1,0,292,10073
2,5,1760,2160,2003,480000,0,1,0,3,0,110,76,301,10,1,0,3,2,0,1,0,1,1,0,284,9903
2,5,1870,2160,2003,325000,0,1,0,3,0,110,76,301,10,1,0,3,2,0,1,0,1,1,0,284,9903
2,5,1440,1825,2004,455000,0,1,0,1,0,104,63,247,10,1,1,2,0,1,1,2,0,1,0,295,10205
2,5,5520,1144,1960,650000,0,1,0,1,0,97,51,229,8,1,0,2,0,1,1,1,0,1,0,301,10421
2,5,7360,1656,1930,650000,0,1,0,1,0,97,51,229,8,1,0,2,0,1,1,1,0,1,0,301,10421
2,5,5520,768,1950,540000,0,1,0,1,0,111,68,316,12,1,2,3,0,2,1,1,0,1,0,275,9454
2,5,1736,1264,1989,350000,0,1,0,1,0,111,68,316,12,1,2,3,0,2,1,1,0,1,0,275,9454
2,5,5991,2392,1965,750000,0,1,0,2,0,131,76,368,13,1,2,3,0,2,1,2,0,1,0,274,9464
2,5,4600,1800,1960,532000,0,1,0,2,0,131,76,368,13,1,2,3,0,2,1,2,0,1,0,274,9464
1,5,5084,960,1960,530000,2,0,139,82,328,11,0,2,4,1,2,0,2,0,0,0,0,0,0,255,8596
1,5,5002,960,1960,642000,2,0,139,82,328,11,0,2,4,1,2,0,2,0,0,0,0,0,0,255,8596
1,5,5580,960,1960,570000,2,0,139,82,328,11,0,2,4,1,2,0,2,0,0,0,0,0,0,255,8596
1,5,1768,1380,1980,433000,2,0,141,96,400,16,1,3,4,0,2,1,1,1,1,0,1,1,0,263,9012
1,5,4500,1050,1965,589000,3,0,152,115,364,18,3,3,6,0,2,0,2,1,1,0,0,0,0,268,9206
2,5,1235,1320,1989,460000,0,1,0,2,0,150,125,431,27,3,3,5,1,3,1,8,1,1,0,286,9767
2,5,1235,1800,1989,500000,0,1,0,2,0,150,125,431,27,3,3,5,1,3,1,8,1,1,0,286,9767
2,5,6545,2484,1970,750000,0,1,0,1,0,175,149,462,26,4,2,4,2,2,0,6,4,1,0,288,9750
2,5,1875,2176,2004,540000,0,1,0,1,0,175,149,462,26,4,2,4,2,2,0,6,4,1,0,288,9750
2,5,1875,2176,2004,420810,0,1,0,1,0,175,149,462,26,4,2,4,2,2,0,6,4,1,0,288,9750
1,5,5325,3175,1960,730000,0,1,0,2,0,150,111,388,17,3,2,4,1,1,0,5,0,0,0,304,10233
1,5,1710,1080,1986,360000,2,0,189,175,481,28,4,3,5,1,3,0,7,4,1,0,0,0,0,276,9314
1,5,2090,924,1975,277000,2,0,189,175,488,28,4,3,5,1,3,0,7,4,1,0,0,0,0,281,9508
0,5,5340,5052,2011,3000000,1,0,0,2,0,205,180,496,26,4,2,4,2,2,0,7,4,0,0,269,9127
1,5,4000,884,1920,202800,0,1,0,2,0,144,110,381,17,3,2,4,1,1,0,5,0,0,0,298,9942
1,5,11240,1560,1920,875000,0,1,0,2,0,144,110,381,17,3,2,4,1,1,0,5,0,0,0,298,9942
1,5,3978,2047,1970,510000,4,0,161,171,432,34,8,5,7,3,1,0,6,3,1,0,0,0,0,282,9288
1,5,6000,3366,1985,1250000,4,0,162,167,411,32,7,4,7,3,1,0,6,3,1,0,0,0,0,291,9553
1,5,22017,3302,1970,807500,4,0,162,167,411,32,7,4,7,3,1,0,6,3,1,0,0,0,0,291,9553
1,5,4000,1608,1970,620000,4,0,155,160,388,33,7,4,8,3,1,0,6,3,1,0,0,0,0,301,9882
1,5,1800,1720,2011,595000,2,0,187,160,469,27,5,2,5,2,2,0,6,4,1,0,0,0,0,284,9587
1,5,1800,1720,2009,595000,2,0,187,160,469,27,5,2,5,2,2,0,6,4,1,0,0,0,0,284,9587
1,5,3000,1720,2011,300000,2,0,187,160,469,27,5,2,5,2,2,0,6,4,1,0,0,0,0,284,9587
1,5,1800,1720,2009,595000,2,0,187,160,469,27,5,2,5,2,2,0,6,4,1,0,0,0,0,284,9587
1,5,2350,1140,1965,320000,0,1,173,153,471,27,5,2,5,2,2,0,6,4,1,0,0,0,0,277,9277
1,5,2350,1080,1960,235000,0,1,173,153,471,27,5,2,5,2,2,0,6,4,1,0,0,0,0,277,9277
1,5,2800,1216,1960,402000,0,1,181,168,488,25,5,2,3,2,2,0,6,4,1,0,0,0,0,287,9555
1,5,2058,1230,1960,335000,4,0,163,185,427,30,7,3,5,2,1,0,6,4,2,0,0,0,0,292,9760
1,5,2058,1230,1960,345000,4,0,163,185,427,30,7,3,5,2,1,0,6,4,2,0,0,0,0,292,9760
1,5,2300,2010,2004,430000,4,0,163,185,427,30,7,3,5,2,1,0,6,4,2,0,0,0,0,292,9760
2,5,2500,1320,1960,420000,0,1,028,159,346,23,5,1,3,2,1,0,6,5,0,0,0,0,0,238,7944
1,5,4200,1056,1960,420000,4,0,156,174,412,26,6,1,5,2,1,0,6,4,1,0,0,0,0,283,9421
1,5,5000,988,1950,475000,4,0,156,174,412,26,6,1,5,2,1,0,6,4,1,0,0,0,0,283,9421
1,5,8000,1519,1935,510000,4,0,140,162,362,26,8,1,3,2,1,0,6,4,1,0,0,0,0,230,7738
1,5,2000,1050,1940,329000,4,0,140,162,362,26,8,1,3,2,1,0,6,4,1,0,0,0,0,230,7738
1,5,2000,1472,1976,410000,4,0,140,162,362,26,8,1,3,2,1,0,6,4,1,0,0,0,0,230,7738
1,5,2000,1472,1976,445000,4,0,140,162,362,26,8,1,3,2,1,0,6,4,1,0,0,0,0,230,7738
1,5,1239,1080,1970,390000,4,0,164,167,414,35,9,3,7,3,1,0,6,4,2,0,0,0,0,304,9989
1,5,2300,960,1940,422500,5,0,175,184,477,27,5,4,5,3,1,0,5,3,1,0,0,0,0,303,10207
1,5,6000,676,1965,103894,4,0,184,188,441,35,9,3,7,3,1,0,6,4,2,0,0,0,0,302,10044
1,5,2333,1230,1960,505000,5,0,187,171,488,23,5,4,5,2,0,0,5,1,1,0,0,0,0,297,10064
1,5,2375,1965,2000,545000,6,0,177,203,504,25,5,4,3,2,1,0,6,3,1,0,0,0,0,291,9743
2,5,2450,2376,1915,685000,0,0,1,5,0,177,151,484,15,4,4,3,1,1,1,0,0,0,0,282,9533
1,5,2250,1808,2002,450000,6,0,188,217,531,25,5,4,3,2,1,0,6,3,1,0,0,0,0,287,9667
1,5,4200,960,1960,460000,5,0,191,211,534,28,6,4,5,2,1,0,6,3,1,0,0,0,0,288,9733
1,5,2916,2760,1994,490000,3,0,134,105,304,13,1,1,4,3,2,1,1,0,0,0,0,0,0,276,9154
1,5,5000,2850,1950,540000,2,0,112,89,224,14,1,1,5,3,1,2,1,0,0,0,0,0,0,256,8492
1,5,998,1206,1990,235300,3,0,107,88,229,13,1,1,5,3,1,2,0,0,0,0,0,0,0,251,8322
1,5,5000,1464,1945,595000,3,0,107,88,229,13,1,1,5,3,1,2,0,0,0,0,0,0,0,251,8322
1,5,5000,1464,1945,297499,3,0,107,88,229,13,1,1,5,3,1,2,0,0,0,0,0,0,0,251,8322
1,5,2300,1600,1993,445000,3,0,143,120,295,17,2,1,6,3,1,2,2,0,0,0,0,0,0,272,9069
1,5,1650,1536,1991,442000,4,0,141,116,292,20,2,1,8,3,1,3,2,0,0,0,0,0,0,271,9079
1,5,5000,948,1920,365000,0,1,0,4,0,183,151,343,26,4,1,9,3,1,5,2,0,0,0,260,8754
1,5,5025,2100,1955,698519,0,1,0,4,0,183,151,343,26,4,1,9,3,1,5,2,0,0,0,260,8754
1,5,4000,3000,1960,710000,0,1,0,4,0,164,144,281,27,5,0,11,3,0,6,1,0,0,0,269,9099
1,5,3825,3184,2015,784052,0,1,0,4,0,160,143,278,27,5,0,11,3,0,6,1,0,0,0,257,8770
1,5,2500,1218,1960,385000,0,1,0,3,0,157,112,373,13,1,2,4,3,2,0,0,0,0,0,287,9463
1,5,5000,1040,1950,309270,3,0,151,126,301,16,2,1,6,3,1,1,2,0,0,0,0,0,0,279,9308
1,5,4775,1080,1950,460000,3,0,154,130,318,19,2,1,8,3,1,2,2,0,0,0,0,0,0,276,9249
1,5,5500,1705,1940,695000,0,1,0,3,0,173,142,357,26,3,1,11,4,1,3,2,0,0,0,269,9005
1,5,2500,2250,1996,441000,0,1,0,5,0,190,173,359,26,3,0,11,3,0,6,2,0,0,0,268,9062
1,5,6000,3140,1920,678000,0,1,0,5,0,190,173,359,26,3,0,11,3,0,6,2,0,0,0,268,9062
2,5,2389,2300,2004,700000,2,0,160,107,369,17,3,3,5,0,2,0,2,1,1,0,0,0,0,246,8387
1,5,2000,1788,2001,452000,3,0,157,109,377,13,2,3,2,0,2,0,2,1,1,0,0,0,0,256,8647
1,5,2300,1525,2002,579000,3,0,157,109,377,13,2,3,2,0,2,0,2,1,1,0,0,0,0,256,8647
1,5,2860,2060,2013,499900,3,0,168,109,373,15,3,3,4,0,2,0,1,1,1,0,0,0,0,251,8408
1,5,4000,2440,2005,725000,3,0,175,117,389,11,2,2,2,0,2,0,2,1,0,0,0,0,0,245,8197
1,5,6300,988,1950,499500,3,0,171,127,387,11,1,2,2,2,2,0,2,0,0,0,0,0,0,267,8867
1,5,2415,1570,1996,508000,3,0,167,116,371,10,2,1,2,1,1,0,2,1,0,0,0,0,0,240,7912
1,5,5676,1040,1956,804417,3,0,178,145,397,15,2,1,5,4,1,0,2,0,0,0,0,0,0,275,9061
1,5,5000,988,1950,400000,3,0,173,132,390,10,1,1,2,3,1,0,2,0,0,0,0,0,0,259,8579
1,5,5000,988,1955,472000,3,0,172,158,345,15,3,1,4,4,0,1,2,0,0,0,0,0,0,277,9340
1,5,4000,3412,1999,765000,4,0,176,159,361,13,2,1,3,5,0,0,2,0,0,0,0,0,0,272,9144
1,5,12000,960,1950,600000,4,0,176,159,361,13,2,1,3,5,0,0,2,0,0,0,0,0,0,272,9144
1,5,3280,1120,1988,490000,4,0,176,159,361,13,2,1,3,5,0,0,2,0,0,0,0,0,0,272,9144
1,5,2275,1400,1990,479000,0,1,0,4,0,167,168,369,22,4,1,8,5,0,1,2,0,0,0,262,8919
1,5,2275,1400,1990,509000,0,1,0,4,0,167,168,369,22,4,1,8,5,0,1,2,0,0,0,262,8919
1,5,2500,1905,1935,258000,3,0,168,142,434,20,4,3,4,1,3,0,1,3,1,0,0,0,0,258,8743
1,5,4000,904,1920,375000,3,0,191,178,504,26,4,3,4,1,3,0,7,3,1,0,0,0,0,257,8862
1,5,1815,866,1986,260000,3,0,195,185,506,26,4,3,4,1,3,0,6,4,1,0,0,0,0,269,9085
1,5,3000,2610,2001,510000,3,0,180,152,453,22,5,2,2,1,3,0,6,3,0,0,0,0,0,232,7934
1,5,3800,936,1965,415000,3,0,180,152,453,22,5,2,2,1,3,0,6,3,0,0,0,0,0,232,7934
1,5,1200,960,1989,355000,3,0,191,166,460,22,5,1,1,2,2,0,7,4,0,0,0,0,0,242,8191
1,5,4000,2136,1965,225000,3,0,184,171,466,25,5,2,4,1,3,0,6,4,0,0,0,0,0,237,7980
1,5,2200,1108,1960,389000,3,0,184,171,466,25,5,2,4,1,3,0,6,4,0,0,0,0,0,237,7980
1,5,3800,1164,1955,420000,3,0,158,109,359,12,4,1,2,1,1,0,2,1,0,0,0,0,0,211,7052
1,5,4200,3024,1960,730000,2,0,148,125,303,12,2,1,3,2,0,0,3,1,0,0,0,0,0,220,7546
1,5,2330,1122,1960,409000,3,0,158,141,370,20,3,1,4,1,2,0,5,4,0,0,0,0,0,216,7458
1,5,4400,1080,1960,425000,3,0,152,115,294,9,2,1,1,2,0,0,2,1,0,0,0,0,0,222,7474
1,5,1383,1080,1988,339000,3,0,152,114,295,9,1,1,0,2,0,0,4,1,0,0,0,0,0,227,7644
1,5,3500,1455,1965,510000,3,0,152,114,295,9,1,1,0,2,0,0,4,1,0,0,0,0,0,227,7644
1,5,3500,1455,1965,255000,3,0,152,114,295,9,1,1,0,2,0,0,4,1,0,0,0,0,0,227,7644
1,5,2825,1312,1960,320000,4,0,173,144,339,8,1,1,0,4,0,0,2,0,0,0,0,0,0,255,8632
1,5,1960,1796,2002,450000,3,0,155,127,296,9,1,1,1,2,0,0,4,0,0,0,0,0,0,235,7927
1,5,1280,1280,1992,315000,3,0,155,127,296,9,1,1,1,2,0,0,4,0,0,0,0,0,0,235,7927
2,5,2400,1920,1997,370000,0,1,0,3,0,160,141,335,9,1,1,1,4,0,1,0,0,0,0,238,7947
2,5,1929,1820,1966,625000,0,0,1,3,0,160,141,335,9,1,1,1,4,0,1,0,0,0,0,238,7947
1,5,2040,756,1987,290000,2,0,179,156,455,23,5,1,2,2,2,0,7,4,0,0,0,0,0,242,8188
1,5,1036,756,1987,285000,2,0,179,156,455,23,5,1,2,2,2,0,7,4,0,0,0,0,0,242,8188
1,5,1828,880,1986,311000,0,1,166,162,456,21,5,1,1,2,2,0,6,4,0,0,0,0,0,251,8553
2,5,2200,1680,1993,480000,0,1,043,166,381,23,5,1,3,2,1,0,6,5,0,0,0,0,0,234,7879
2,5,2000,1800,2003,440000,0,1,043,166,381,23,5,1,3,2,1,0,6,5,0,0,0,0,0,234,7879
2,5,3440,1200,1940,495000,1,0,139,123,365,19,3,0,4,2,1,0,5,4,0,0,0,0,0,211,7245
1,5,5996,1677,1925,300000,0,1,130,117,328,16,2,0,4,1,1,0,4,4,0,0,0,0,0,203,7002
1,5,2000,1738,2012,500000,0,1,130,117,328,16,2,0,4,1,1,0,4,4,0,0,0,0,0,203,7002
1,5,2936,2570,2011,639000,0,1,130,117,328,16,2,0,4,1,1,0,4,4,0,0,0,0,0,203,7002
1,5,2500,2028,2006,533000,0,1,130,117,328,16,2,0,4,1,1,0,4,4,0,0,0,0,0,203,7002
2,5,1350,1512,1999,411000,0,1,0,0,0,83,96,222,13,2,0,3,0,0,0,3,5,0,0,091,6572
2,5,2399,2769,2004,514888,0,1,0,0,0,83,96,222,13,2,0,3,0,0,0,3,5,0,0,091,6572
2,5,1350,1512,1999,395000,0,1,0,0,0,83,96,222,13,2,0,3,0,0,0,3,5,0,0,091,6572
2,5,1350,1358,1999,460000,0,1,0,0,0,83,96,222,13,2,0,3,0,0,0,3,5,0,0,091,6572
2,5,5658,1012,1950,475000,0,1,0,0,0,114,114,289,16,2,0,3,1,1,0,4,5,0,0,099,6929
1,5,5400,1104,1920,265000,5,0,140,148,334,15,6,1,1,1,0,0,2,3,1,0,0,0,0,251,8423
2,5,3698,729,1915,127200,0,1,0,7,0,137,136,322,16,6,2,2,1,3,1,0,0,0,0,240,8059
1,5,6000,2880,2006,805000,6,0,159,182,407,26,6,2,3,2,1,0,6,5,1,0,0,0,0,260,8681
1,5,1625,1564,2004,391000,6,0,159,182,407,26,6,2,3,2,1,0,6,5,1,0,0,0,0,260,8681
1,5,1625,1564,2004,165000,6,0,159,182,407,26,6,2,3,2,1,0,6,5,1,0,0,0,0,260,8681
1,5,7000,952,1920,331320,6,0,159,182,407,26,6,2,3,2,1,0,6,5,1,0,0,0,0,260,8681
1,5,2530,2016,1998,362000,3,0,126,147,346,19,3,1,3,1,1,0,4,5,1,0,0,0,0,226,7709
1,5,4000,2697,2012,770000,3,0,102,130,293,13,3,1,2,0,0,0,2,4,1,0,0,0,0,215,7359
1,5,850,1680,1989,338832,3,0,102,130,293,13,3,1,2,0,0,0,2,4,1,0,0,0,0,215,7359
1,5,2185,1120,1915,288659,3,0,102,130,293,13,3,1,2,0,0,0,2,4,1,0,0,0,0,215,7359
1,5,4000,651,1931,320000,3,0,102,130,293,13,3,1,2,0,0,0,2,4,1,0,0,0,0,215,7359
2,5,4480,1593,1925,390000,0,1,0,3,0,69,82,191,9,3,0,2,0,0,0,1,2,1,0,090,6519
2,5,1950,1800,1990,350000,0,1,0,3,0,69,82,191,9,3,0,2,0,0,0,1,2,1,0,090,6519
2,5,2920,1700,1925,369000,0,1,0,3,0,69,82,191,9,3,0,2,0,0,0,1,2,1,0,090,6519
1,5,2300,2200,1994,410000,2,0,80,94,211,10,2,0,2,0,0,0,2,4,0,0,0,0,0,201,6922
2,5,2520,528,1910,170000,0,1,0,0,0,81,92,212,10,2,0,2,0,0,0,2,4,0,0,093,6699
2,5,2300,1790,2005,555000,0,1,0,0,0,81,92,212,10,2,0,2,0,0,0,2,4,0,0,093,6699
2,5,2200,2112,1999,465000,0,1,0,0,0,81,92,212,10,2,0,2,0,0,0,2,4,0,0,093,6699
2,5,2200,2112,1999,465000,0,1,0,0,0,81,92,212,10,2,0,2,0,0,0,2,4,0,0,093,6699
2,5,3400,1580,1925,170000,0,1,0,2,0,64,66,171,8,0,1,1,3,0,0,2,1,0,0,090,6521
2,5,3400,2985,2015,672045,0,1,0,2,0,64,66,171,8,0,1,1,3,0,0,2,1,0,0,090,6521
2,5,1670,2200,2000,485000,0,1,0,3,0,62,56,149,9,0,1,1,1,0,1,2,2,0,0,175,5799
2,5,2000,728,1910,301684,0,1,0,3,0,43,34,110,9,0,1,1,1,0,1,2,2,0,0,166,5511
1,5,2002,1030,2001,396500,3,0,78,96,218,9,4,1,0,0,0,0,0,3,1,0,0,0,0,205,7003
1,5,1500,1825,2004,345450,3,0,78,96,218,9,4,1,0,0,0,0,0,3,1,0,0,0,0,205,7003
1,5,1500,1825,2004,473851,3,0,78,96,218,9,4,1,0,0,0,0,0,3,1,0,0,0,0,205,7003
1,5,1500,1825,2004,389000,3,0,78,96,218,9,4,1,0,0,0,0,0,3,1,0,0,0,0,205,7003
